Peer,KPI,vendor,value
Embedded Analytics Focus,Analyses & Ad Hoc Query,TARGIT,8.212224109
Embedded Analytics Focus,Analyses & Ad Hoc Query,Zoho Analytics,7.0033241
Embedded Analytics Focus,Analyses & Ad Hoc Query,Peer Group Average,6.723642121
Embedded Analytics Focus,Advanced Analytics,Domo,3.672064272
Embedded Analytics Focus,Advanced Analytics,Dundas,6.7725181
Embedded Analytics Focus,Advanced Analytics,Entrinsik,7.663213565
Embedded Analytics Focus,Advanced Analytics,IBM Cog. Analytics,3.855659847
Embedded Analytics Focus,Advanced Analytics,Logi Analytics ,3.928465235
Embedded Analytics Focus,Advanced Analytics,Looker,3.336977311
Embedded Analytics Focus,Advanced Analytics,Microsoft Power BI,3.850360999
Embedded Analytics Focus,Advanced Analytics,MicroStrategy,6.146639389
Embedded Analytics Focus,Advanced Analytics,Oracle Analytics Cloud,10
Embedded Analytics Focus,Advanced Analytics,Pyramid,9.340167772
Embedded Analytics Focus,Advanced Analytics,Qlik Sense,5.618409884
Embedded Analytics Focus,Advanced Analytics,Tableau,5.86939176
Embedded Analytics Focus,Advanced Analytics,TARGIT,1
Embedded Analytics Focus,Advanced Analytics,Zoho Analytics,8.160228411
Embedded Analytics Focus,Advanced Analytics,Peer Group Average,5.658149753
Embedded Analytics Focus,Functionality,Domo,5.335081748
Embedded Analytics Focus,Functionality,Dundas,8.135473298
Embedded Analytics Focus,Functionality,Entrinsik,9.277355921
Embedded Analytics Focus,Functionality,IBM Cog. Analytics,4.96511724
Embedded Analytics Focus,Functionality,Logi Analytics ,6.285475455
Embedded Analytics Focus,Functionality,Looker,5.625654237
Embedded Analytics Focus,Functionality,Microsoft Power BI,6.131627067
Embedded Analytics Focus,Functionality,MicroStrategy,8.19608393
Embedded Analytics Focus,Functionality,Oracle Analytics Cloud,7.879150683
Embedded Analytics Focus,Functionality,Pyramid,9.334327011
Embedded Analytics Focus,Functionality,Qlik Sense,6.47671052
Embedded Analytics Focus,Functionality,Tableau,6.771823382
Embedded Analytics Focus,Functionality,TARGIT,6.84641084
Embedded Analytics Focus,Functionality,Zoho Analytics,7.378056902
Embedded Analytics Focus,Functionality,Peer Group Average,7.045596302
Embedded Analytics Focus,Self-Service,Domo,5.71450707
Embedded Analytics Focus,Self-Service,Dundas,3.341293054
Embedded Analytics Focus,Self-Service,Entrinsik,8.027909422
Embedded Analytics Focus,Self-Service,IBM Cog. Analytics,4.180462602
Embedded Analytics Focus,Self-Service,Logi Analytics ,4.086735515
Embedded Analytics Focus,Self-Service,Looker,4.351811075
Embedded Analytics Focus,Self-Service,Microsoft Power BI,5.789695418
Embedded Analytics Focus,Self-Service,MicroStrategy,10
Embedded Analytics Focus,Self-Service,Oracle Analytics Cloud,3.116172206
Embedded Analytics Focus,Self-Service,Pyramid,9.489059493
Embedded Analytics Focus,Self-Service,Qlik Sense,5.049883
Embedded Analytics Focus,Self-Service,Tableau,8.126843311
Embedded Analytics Focus,Self-Service,TARGIT,3.624578943
Embedded Analytics Focus,Self-Service,Zoho Analytics,1
Embedded Analytics Focus,Self-Service,Peer Group Average,5.421353651
Embedded Analytics Focus,Ease of Use,Domo,9.756875325
Embedded Analytics Focus,Ease of Use,Dundas,3.919528915
Embedded Analytics Focus,Ease of Use,Entrinsik,10
Embedded Analytics Focus,Ease of Use,IBM Cog. Analytics,1
Embedded Analytics Focus,Ease of Use,Logi Analytics ,5.930449893
Embedded Analytics Focus,Ease of Use,Looker,5.771962195
Embedded Analytics Focus,Ease of Use,Microsoft Power BI,4.636542721
Embedded Analytics Focus,Ease of Use,MicroStrategy,4.217066851
Embedded Analytics Focus,Ease of Use,Oracle Analytics Cloud,3.843595848
Embedded Analytics Focus,Ease of Use,Pyramid,5.237661823
Embedded Analytics Focus,Ease of Use,Qlik Sense,6.149545709
Embedded Analytics Focus,Ease of Use,Tableau,7.80916517
Embedded Analytics Focus,Ease of Use,TARGIT,6.23899113
Embedded Analytics Focus,Ease of Use,Zoho Analytics,3.817677383
Embedded Analytics Focus,Ease of Use,Peer Group Average,5.594933069
Embedded Analytics Focus,Flexibility,Domo,8.147592548
Embedded Analytics Focus,Flexibility,Dundas,9.850579
Embedded Analytics Focus,Flexibility,Entrinsik,3.648936747
Embedded Analytics Focus,Flexibility,IBM Cog. Analytics,2.050979493
Embedded Analytics Focus,Flexibility,Logi Analytics ,6.461039602
Embedded Analytics Focus,Flexibility,Looker,8.84574088
Embedded Analytics Focus,Flexibility,Microsoft Power BI,3.926693445
Embedded Analytics Focus,Flexibility,MicroStrategy,3.347036298
Embedded Analytics Focus,Flexibility,Oracle Analytics Cloud,3.516614204
Embedded Analytics Focus,Flexibility,Pyramid,3.633971206
Embedded Analytics Focus,Flexibility,Qlik Sense,4.539898358
Embedded Analytics Focus,Flexibility,Tableau,4.127514097
Embedded Analytics Focus,Flexibility,TARGIT,5.39310204
Embedded Analytics Focus,Flexibility,Zoho Analytics,3.172388258
Embedded Analytics Focus,Flexibility,Peer Group Average,5.04729187
Embedded Analytics Focus,Query Performance,Domo,5.376046497
Embedded Analytics Focus,Query Performance,Dundas,4.719441975
Embedded Analytics Focus,Query Performance,Entrinsik,6.10538758
Embedded Analytics Focus,Query Performance,IBM Cog. Analytics,3.598277608
Embedded Analytics Focus,Query Performance,Logi Analytics ,4.168520164
Embedded Analytics Focus,Query Performance,Looker,3.188023249
Embedded Analytics Focus,Query Performance,Microsoft Power BI,4.344386474
Embedded Analytics Focus,Query Performance,MicroStrategy,5.547283099
Embedded Analytics Focus,Query Performance,Oracle Analytics Cloud,1
Embedded Analytics Focus,Query Performance,Pyramid,8.653791129
Embedded Analytics Focus,Query Performance,Qlik Sense,5.898446936
Embedded Analytics Focus,Query Performance,Tableau,4.175101406
Embedded Analytics Focus,Query Performance,TARGIT,5.337143931
Embedded Analytics Focus,Query Performance,Zoho Analytics,3.559752922
Embedded Analytics Focus,Query Performance,Peer Group Average,4.690828784
Embedded Analytics Focus,Performance Satisfaction,Domo,6
Embedded Analytics Focus,Performance Satisfaction,Dundas,6.142857143
Embedded Analytics Focus,Performance Satisfaction,Entrinsik,7.242553191
Embedded Analytics Focus,Performance Satisfaction,IBM Cog. Analytics,4.96
Embedded Analytics Focus,Performance Satisfaction,Logi Analytics ,5.371428571
Embedded Analytics Focus,Performance Satisfaction,Looker,1
Embedded Analytics Focus,Performance Satisfaction,Microsoft Power BI,7.035294118
Embedded Analytics Focus,Performance Satisfaction,MicroStrategy,7.995876289
Embedded Analytics Focus,Performance Satisfaction,Oracle Analytics Cloud,4.786206897
Embedded Analytics Focus,Performance Satisfaction,Pyramid,7.6
Embedded Analytics Focus,Performance Satisfaction,Qlik Sense,8.236734694
Embedded Analytics Focus,Performance Satisfaction,Tableau,6.2875
Embedded Analytics Focus,Performance Satisfaction,TARGIT,3.4
Embedded Analytics Focus,Performance Satisfaction,Zoho Analytics,5.042622951
Embedded Analytics Focus,Performance Satisfaction,Peer Group Average,5.792933847
Embedded Analytics Focus,Sales Experience,Domo,4.408469579
Embedded Analytics Focus,Sales Experience,Dundas,8.608367243
Embedded Analytics Focus,Sales Experience,Entrinsik,10
Embedded Analytics Focus,Sales Experience,IBM Cog. Analytics,3.075168734
Embedded Analytics Focus,Sales Experience,Logi Analytics ,5.978222997
Embedded Analytics Focus,Sales Experience,Looker,7.819695983
Embedded Analytics Focus,Sales Experience,Microsoft Power BI,4.813320826
Embedded Analytics Focus,Sales Experience,MicroStrategy,7.352783179
Embedded Analytics Focus,Sales Experience,Oracle Analytics Cloud,5.832793848
Embedded Analytics Focus,Sales Experience,Pyramid,8.107511391
Embedded Analytics Focus,Sales Experience,Qlik Sense,5.374001608
Embedded Analytics Focus,Sales Experience,Tableau,4.251330551
Embedded Analytics Focus,Sales Experience,TARGIT,7.378106214
Embedded Analytics Focus,Sales Experience,Zoho Analytics,4.508136463
Embedded Analytics Focus,Sales Experience,Peer Group Average,6.250564901
Embedded Analytics Focus,Customer Experience,Domo,6.789277852
Embedded Analytics Focus,Customer Experience,Dundas,5.980587652
Embedded Analytics Focus,Customer Experience,Entrinsik,7.055878466
Embedded Analytics Focus,Customer Experience,IBM Cog. Analytics,3.145080787
Embedded Analytics Focus,Customer Experience,Logi Analytics ,5.274026585
Embedded Analytics Focus,Customer Experience,Looker,5.179409441
Embedded Analytics Focus,Customer Experience,Microsoft Power BI,5.076533388
Embedded Analytics Focus,Customer Experience,MicroStrategy,6.378026504
Embedded Analytics Focus,Customer Experience,Oracle Analytics Cloud,3.460827582
Embedded Analytics Focus,Customer Experience,Pyramid,6.958423799
Embedded Analytics Focus,Customer Experience,Qlik Sense,5.747138489
Embedded Analytics Focus,Customer Experience,Tableau,5.965995071
Embedded Analytics Focus,Customer Experience,TARGIT,4.952570714
Embedded Analytics Focus,Customer Experience,Zoho Analytics,3.22041598
Embedded Analytics Focus,Customer Experience,Peer Group Average,5.370299451
Embedded Analytics Focus,Cloud BI,Domo,9.39673913
Embedded Analytics Focus,Cloud BI,Dundas,4.988294314
Embedded Analytics Focus,Cloud BI,Entrinsik,2.113467656
Embedded Analytics Focus,Cloud BI,IBM Cog. Analytics,7.707608696
Embedded Analytics Focus,Cloud BI,Logi Analytics ,5.06899811
Embedded Analytics Focus,Cloud BI,Looker,9.39673913
Embedded Analytics Focus,Cloud BI,Microsoft Power BI,8.85016049
Embedded Analytics Focus,Cloud BI,MicroStrategy,3.397276636
Embedded Analytics Focus,Cloud BI,Oracle Analytics Cloud,7.948913043
Embedded Analytics Focus,Cloud BI,Pyramid,4.524247492
Embedded Analytics Focus,Cloud BI,Qlik Sense,3.591164095
Embedded Analytics Focus,Cloud BI,Tableau,6.380434783
Embedded Analytics Focus,Cloud BI,TARGIT,1
Embedded Analytics Focus,Cloud BI,Zoho Analytics,6.687177598
Embedded Analytics Focus,Cloud BI,Peer Group Average,5.789372941
Embedded Analytics Focus,Data Preparation,Domo,5.216216216
Embedded Analytics Focus,Data Preparation,Dundas,4.864864865
Embedded Analytics Focus,Data Preparation,Entrinsik,9.971715902
Embedded Analytics Focus,Data Preparation,IBM Cog. Analytics,2.91988417
Embedded Analytics Focus,Data Preparation,Logi Analytics ,4.864864865
Embedded Analytics Focus,Data Preparation,Looker,1
Embedded Analytics Focus,Data Preparation,Microsoft Power BI,8.288783784
Embedded Analytics Focus,Data Preparation,MicroStrategy,5.828247602
Embedded Analytics Focus,Data Preparation,Oracle Analytics Cloud,4.049227799
Embedded Analytics Focus,Data Preparation,Pyramid,6.621621622
Embedded Analytics Focus,Data Preparation,Qlik Sense,3.602195946
Embedded Analytics Focus,Data Preparation,Tableau,4.217638691
Embedded Analytics Focus,Data Preparation,TARGIT,2.284628378
Embedded Analytics Focus,Data Preparation,Zoho Analytics,2.19944082
Embedded Analytics Focus,Data Preparation,Peer Group Average,4.709237904
Embedded Analytics Focus,Visual Analysis,Domo,6.841322314
Embedded Analytics Focus,Visual Analysis,Dundas,8.228555144
Embedded Analytics Focus,Visual Analysis,Entrinsik,4.120867769
Embedded Analytics Focus,Visual Analysis,IBM Cog. Analytics,4.533057851
Embedded Analytics Focus,Visual Analysis,Logi Analytics ,7.703750795
Embedded Analytics Focus,Visual Analysis,Looker,5.082644628
Embedded Analytics Focus,Visual Analysis,Microsoft Power BI,5.334538567
Embedded Analytics Focus,Visual Analysis,MicroStrategy,10
Embedded Analytics Focus,Visual Analysis,Oracle Analytics Cloud,1
Embedded Analytics Focus,Visual Analysis,Pyramid,9.243801653
Embedded Analytics Focus,Visual Analysis,Qlik Sense,7.947157526
Embedded Analytics Focus,Visual Analysis,Tableau,9.982350469
Embedded Analytics Focus,Visual Analysis,TARGIT,8.897423432
Embedded Analytics Focus,Visual Analysis,Zoho Analytics,3.708677686
Embedded Analytics Focus,Visual Analysis,Peer Group Average,6.61601056
Embedded Analytics Focus,Visual Design Standards,Domo,2.075140366
Embedded Analytics Focus,Visual Design Standards,Dundas,3.956636005
Embedded Analytics Focus,Visual Design Standards,Entrinsik,3.365308804
Embedded Analytics Focus,Visual Design Standards,IBM Cog. Analytics,4.252299606
Embedded Analytics Focus,Visual Design Standards,Logi Analytics ,3.956636005
Embedded Analytics Focus,Visual Design Standards,Looker,4.547963206
Embedded Analytics Focus,Visual Design Standards,Microsoft Power BI,6.913272011
Embedded Analytics Focus,Visual Design Standards,MicroStrategy,5.777923784
Embedded Analytics Focus,Visual Design Standards,Oracle Analytics Cloud,8.848524668
Embedded Analytics Focus,Visual Design Standards,Pyramid,1
Embedded Analytics Focus,Visual Design Standards,Qlik Sense,2.837908868
Embedded Analytics Focus,Visual Design Standards,Tableau,6.836142376
Embedded Analytics Focus,Visual Design Standards,TARGIT,6.256241787
Embedded Analytics Focus,Visual Design Standards,Zoho Analytics,5.101546118
Embedded Analytics Focus,Visual Design Standards,Peer Group Average,4.694681686
Embedded Analytics Focus,Location Intelligence,Domo,3.577844311
Embedded Analytics Focus,Location Intelligence,Dundas,4.983712575
Embedded Analytics Focus,Location Intelligence,Entrinsik,3.732480984
Embedded Analytics Focus,Location Intelligence,IBM Cog. Analytics,5.095808383
Embedded Analytics Focus,Location Intelligence,Logi Analytics ,1
Embedded Analytics Focus,Location Intelligence,Looker,6.931860417
Embedded Analytics Focus,Location Intelligence,Microsoft Power BI,3.820235391
Embedded Analytics Focus,Location Intelligence,MicroStrategy,9.51262692
Embedded Analytics Focus,Location Intelligence,Oracle Analytics Cloud,3.694610778
Embedded Analytics Focus,Location Intelligence,Pyramid,8.12239521
Embedded Analytics Focus,Location Intelligence,Qlik Sense,5.125621098
Embedded Analytics Focus,Location Intelligence,Tableau,10
Embedded Analytics Focus,Location Intelligence,TARGIT,5.26065516
Embedded Analytics Focus,Location Intelligence,Zoho Analytics,3.123752495
Embedded Analytics Focus,Location Intelligence,Peer Group Average,5.284400266
Embedded Analytics Focus,Mobile BI,Domo,10
Embedded Analytics Focus,Mobile BI,Dundas,6.378012545
Embedded Analytics Focus,Mobile BI,Entrinsik,1.560085837
Embedded Analytics Focus,Mobile BI,IBM Cog. Analytics,9.289270386
Embedded Analytics Focus,Mobile BI,Logi Analytics ,2.545064378
Embedded Analytics Focus,Mobile BI,Looker,3.903655468
Embedded Analytics Focus,Mobile BI,Microsoft Power BI,7.754291845
Embedded Analytics Focus,Mobile BI,MicroStrategy,9.018070928
Embedded Analytics Focus,Mobile BI,Oracle Analytics Cloud,8.477007971
Embedded Analytics Focus,Mobile BI,Pyramid,5.409871245
Embedded Analytics Focus,Mobile BI,Qlik Sense,4.048594767
Embedded Analytics Focus,Mobile BI,Tableau,4.034947885
Embedded Analytics Focus,Mobile BI,TARGIT,7.911031203
Embedded Analytics Focus,Mobile BI,Zoho Analytics,5.045973667
Embedded Analytics Focus,Mobile BI,Peer Group Average,6.098277009
Embedded Analytics Focus,Operational BI,Domo,5.397362447
Embedded Analytics Focus,Operational BI,Dundas,9.279104962
Embedded Analytics Focus,Operational BI,Entrinsik,10
Embedded Analytics Focus,Operational BI,IBM Cog. Analytics,4.486341245
Embedded Analytics Focus,Operational BI,Logi Analytics ,5.635020152
Embedded Analytics Focus,Operational BI,Looker,7.615501027
Embedded Analytics Focus,Operational BI,Microsoft Power BI,2.980640515
Embedded Analytics Focus,Operational BI,MicroStrategy,6.441539385
Embedded Analytics Focus,Operational BI,Oracle Analytics Cloud,7.932377967
Embedded Analytics Focus,Operational BI,Pyramid,8.020737883
Embedded Analytics Focus,Operational BI,Qlik Sense,3.768416928
Embedded Analytics Focus,Operational BI,Tableau,5.922189879
Embedded Analytics Focus,Operational BI,TARGIT,4.996865204
Embedded Analytics Focus,Operational BI,Zoho Analytics,5.333727324
Embedded Analytics Focus,Operational BI,Peer Group Average,6.272130351
Embedded Analytics Focus,Embedded BI,Domo,1
Embedded Analytics Focus,Embedded BI,Dundas,7.39948287
Embedded Analytics Focus,Embedded BI,Entrinsik,7.032048447
Embedded Analytics Focus,Embedded BI,IBM Cog. Analytics,4.816418875
Embedded Analytics Focus,Embedded BI,Logi Analytics ,10
Embedded Analytics Focus,Embedded BI,Looker,8.542964135
Embedded Analytics Focus,Embedded BI,Microsoft Power BI,3.626164225
Embedded Analytics Focus,Embedded BI,MicroStrategy,4.257918552
Embedded Analytics Focus,Embedded BI,Oracle Analytics Cloud,9.842921784
Embedded Analytics Focus,Embedded BI,Pyramid,6.701357466
Embedded Analytics Focus,Embedded BI,Qlik Sense,3.965156286
Embedded Analytics Focus,Embedded BI,Tableau,5.752960691
Embedded Analytics Focus,Embedded BI,TARGIT,5.65416936
Embedded Analytics Focus,Embedded BI,Zoho Analytics,6.41576071
Embedded Analytics Focus,Embedded BI,Peer Group Average,6.071951672
Embedded Analytics Focus,Innovation,Domo,5.438078098
Embedded Analytics Focus,Innovation,Dundas,6.25983291
Embedded Analytics Focus,Innovation,Entrinsik,5.236996925
Embedded Analytics Focus,Innovation,IBM Cog. Analytics,5.387586152
Embedded Analytics Focus,Innovation,Logi Analytics ,5.096791788
Embedded Analytics Focus,Innovation,Looker,5.877666002
Embedded Analytics Focus,Innovation,Microsoft Power BI,5.946010854
Embedded Analytics Focus,Innovation,MicroStrategy,6.779200476
